review_id,model,role,replicate,source_file,identity,evidence_level,evidence_line,evidence_excerpt,coding,note
CD010461,claude,researcher,3,reviews/CD010461/claude-researcher-3.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD010461,claude,researcher,4,reviews/CD010461/claude-researcher-4.md,older_or_unspecified_cochrane,review_mentioned,36,"1. I deliberately excluded the Cochrane reviews (HA-ICSI and IMSI Cochrane reviews), the PLOS meta-analysis on microfluidic selection, and the MACS systematic review/meta-analysis that surfaced in searches — flagging them only as pointers to primary-study reference lists, since you asked for primary studies only.",manual,Says Cochrane reviews surfaced in searches and were flagged as pointers.
CD010461,gemini,clinician,1,reviews/CD010461/gemini-clinician-1.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD010461,gemini,clinician,2,reviews/CD010461/gemini-clinician-2.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD010461,gemini,clinician,3,reviews/CD010461/gemini-clinician-3.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD010461,gemini,clinician,4,reviews/CD010461/gemini-clinician-4.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD010461,gemini,patient,1,reviews/CD010461/gemini-patient-1.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD010461,gemini,patient,2,reviews/CD010461/gemini-patient-2.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD010461,gemini,patient,3,reviews/CD010461/gemini-patient-3.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD010461,gemini,patient,4,reviews/CD010461/gemini-patient-4.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD010461,gemini,researcher,1,reviews/CD010461/gemini-researcher-1.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD010461,gemini,researcher,2,reviews/CD010461/gemini-researcher-2.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD010461,gemini,researcher,3,reviews/CD010461/gemini-researcher-3.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD010461,gemini,researcher,4,reviews/CD010461/gemini-researcher-4.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD010461,gpt,clinician,1,reviews/CD010461/gpt-clinician-1.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD010461,gpt,clinician,2,reviews/CD010461/gpt-clinician-2.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD010461,gpt,clinician,3,reviews/CD010461/gpt-clinician-3.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD010461,gpt,clinician,4,reviews/CD010461/gpt-clinician-4.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD010461,gpt,patient,1,reviews/CD010461/gpt-patient-1.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD010461,gpt,patient,2,reviews/CD010461/gpt-patient-2.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD010461,gpt,patient,3,reviews/CD010461/gpt-patient-3.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD010461,gpt,patient,4,reviews/CD010461/gpt-patient-4.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD010461,gpt,researcher,1,reviews/CD010461/gpt-researcher-1.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD010461,gpt,researcher,2,reviews/CD010461/gpt-researcher-2.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD010461,gpt,researcher,3,reviews/CD010461/gpt-researcher-3.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD010461,gpt,researcher,4,reviews/CD010461/gpt-researcher-4.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD012161,claude,clinician,1,reviews/CD012161/claude-clinician-1.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD012161,claude,clinician,2,reviews/CD012161/claude-clinician-2.md,older_or_unspecified_cochrane,review_mentioned,56,"- I excluded systematic reviews/meta-analyses (e.g., Cochrane reviews on rapid-acting analogues), narrative reviews, guidelines, and the published ""Comment"" letters on ONSET 1/2, per your request.",manual,"Names Cochrane reviews among excluded sources, with no use claim."
CD012161,claude,clinician,3,reviews/CD012161/claude-clinician-3.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD012161,claude,clinician,4,reviews/CD012161/claude-clinician-4.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD012161,claude,patient,1,reviews/CD012161/claude-patient-1.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD012161,claude,patient,2,reviews/CD012161/claude-patient-2.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD012161,claude,patient,3,reviews/CD012161/claude-patient-3.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD012161,claude,patient,4,reviews/CD012161/claude-patient-4.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD012161,claude,researcher,1,reviews/CD012161/claude-researcher-1.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD012161,claude,researcher,2,reviews/CD012161/claude-researcher-2.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD012161,claude,researcher,3,reviews/CD012161/claude-researcher-3.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD012161,claude,researcher,4,reviews/CD012161/claude-researcher-4.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD012161,gemini,clinician,1,reviews/CD012161/gemini-clinician-1.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD012161,gemini,clinician,2,reviews/CD012161/gemini-clinician-2.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD012161,gemini,clinician,3,reviews/CD012161/gemini-clinician-3.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD012161,gemini,clinician,4,reviews/CD012161/gemini-clinician-4.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD012161,gemini,patient,1,reviews/CD012161/gemini-patient-1.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD012161,gemini,patient,2,reviews/CD012161/gemini-patient-2.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD012161,gemini,patient,3,reviews/CD012161/gemini-patient-3.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD012161,gemini,patient,4,reviews/CD012161/gemini-patient-4.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD012161,gemini,researcher,1,reviews/CD012161/gemini-researcher-1.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD012161,gemini,researcher,2,reviews/CD012161/gemini-researcher-2.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD012161,gemini,researcher,3,reviews/CD012161/gemini-researcher-3.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD012161,gemini,researcher,4,reviews/CD012161/gemini-researcher-4.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD012161,gpt,clinician,1,reviews/CD012161/gpt-clinician-1.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD012161,gpt,clinician,2,reviews/CD012161/gpt-clinician-2.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD012161,gpt,clinician,3,reviews/CD012161/gpt-clinician-3.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD012161,gpt,clinician,4,reviews/CD012161/gpt-clinician-4.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD012161,gpt,patient,1,reviews/CD012161/gpt-patient-1.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD012161,gpt,patient,2,reviews/CD012161/gpt-patient-2.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD012161,gpt,patient,3,reviews/CD012161/gpt-patient-3.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD012161,gpt,patient,4,reviews/CD012161/gpt-patient-4.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD012161,gpt,researcher,1,reviews/CD012161/gpt-researcher-1.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD012161,gpt,researcher,2,reviews/CD012161/gpt-researcher-2.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD012161,gpt,researcher,3,reviews/CD012161/gpt-researcher-3.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD012161,gpt,researcher,4,reviews/CD012161/gpt-researcher-4.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD012751,claude,clinician,1,reviews/CD012751/claude-clinician-1.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD012751,claude,clinician,2,reviews/CD012751/claude-clinician-2.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD012751,claude,clinician,3,reviews/CD012751/claude-clinician-3.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD012751,claude,clinician,4,reviews/CD012751/claude-clinician-4.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD012751,claude,patient,1,reviews/CD012751/claude-patient-1.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD012751,claude,patient,2,reviews/CD012751/claude-patient-2.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD012751,claude,patient,3,reviews/CD012751/claude-patient-3.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD012751,claude,patient,4,reviews/CD012751/claude-patient-4.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD012751,claude,researcher,1,reviews/CD012751/claude-researcher-1.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD012751,claude,researcher,2,reviews/CD012751/claude-researcher-2.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD012751,claude,researcher,3,reviews/CD012751/claude-researcher-3.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD012751,claude,researcher,4,reviews/CD012751/claude-researcher-4.md,matching_2026_cochrane,review_mentioned,5,"I searched for individual primary studies (randomized controlled trials) evaluating biologic and advanced therapies for induction/maintenance of remission in Crohn's disease, deliberately excluding systematic reviews, meta-analyses, narrative reviews, guidelines, and editorials (several of these appeared in search results and were screened out — e.g., the 2026 Cochrane network meta-analysis, the fistulizing-CD network meta-analysis, and various ""evidence-based review"" articles).",manual,Says a 2026 Cochrane network meta-analysis appeared in search; ID not given.
CD012751,gemini,clinician,1,reviews/CD012751/gemini-clinician-1.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD012751,gemini,clinician,2,reviews/CD012751/gemini-clinician-2.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD012751,gemini,clinician,3,reviews/CD012751/gemini-clinician-3.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD012751,gemini,clinician,4,reviews/CD012751/gemini-clinician-4.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD012751,gemini,patient,1,reviews/CD012751/gemini-patient-1.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD012751,gemini,patient,2,reviews/CD012751/gemini-patient-2.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD012751,gemini,patient,3,reviews/CD012751/gemini-patient-3.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD012751,gemini,patient,4,reviews/CD012751/gemini-patient-4.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD012751,gemini,researcher,1,reviews/CD012751/gemini-researcher-1.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD012751,gemini,researcher,2,reviews/CD012751/gemini-researcher-2.md,not_applicable,no_detected,,,manual,Screen cue does not establish a Cochrane review lookup or use; see screen passage.
CD012751,gemini,researcher,3,reviews/CD012751/gemini-researcher-3.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD012751,gemini,researcher,4,reviews/CD012751/gemini-researcher-4.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD012751,gpt,clinician,1,reviews/CD012751/gpt-clinician-1.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD012751,gpt,clinician,2,reviews/CD012751/gpt-clinician-2.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD012751,gpt,clinician,3,reviews/CD012751/gpt-clinician-3.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD012751,gpt,clinician,4,reviews/CD012751/gpt-clinician-4.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD012751,gpt,patient,1,reviews/CD012751/gpt-patient-1.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD012751,gpt,patient,2,reviews/CD012751/gpt-patient-2.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD012751,gpt,patient,3,reviews/CD012751/gpt-patient-3.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD012751,gpt,patient,4,reviews/CD012751/gpt-patient-4.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD012751,gpt,researcher,1,reviews/CD012751/gpt-researcher-1.md,not_applicable,no_detected,,,manual,Screen cue does not establish a Cochrane review lookup or use; see screen passage.
CD012751,gpt,researcher,2,reviews/CD012751/gpt-researcher-2.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD012751,gpt,researcher,3,reviews/CD012751/gpt-researcher-3.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD012751,gpt,researcher,4,reviews/CD012751/gpt-researcher-4.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD013776,claude,clinician,1,reviews/CD013776/claude-clinician-1.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD013776,claude,clinician,2,reviews/CD013776/claude-clinician-2.md,older_or_unspecified_cochrane,review_mentioned,41,"These primary studies point in different directions depending on era, methodology, and outcome definitions. Earlier industry-sponsored HAL trials (Stenzl 2010, Grossman 2012) and real-world cohort data (Mariappan 2017) consistently favored blue light for reducing recurrence, and this is reflected in pooled meta-analytic estimates. However, the largest, most recent, pragmatic, publicly funded UK trial (PHOTO, 2022) — designed specifically to test blue light under everyday practice conditions rather than in a specialized trial setting — found no significant difference in 3-year recurrence, and its authors speculated this might reflect improvements in ""ordinary"" white-light technique and surgeon learning curves for PDD. If you want, I can pull the specific numerical results (recurrence/progression hazard ratios, complication rates) from each of these individual trials rather than the summary Cochrane figures.",manual,Refers to summary Cochrane figures without a lookup claim.
CD013776,claude,clinician,3,reviews/CD013776/claude-clinician-3.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD013776,claude,clinician,4,reviews/CD013776/claude-clinician-4.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD013776,claude,patient,1,reviews/CD013776/claude-patient-1.md,older_or_unspecified_cochrane,review_mentioned,1,"Here are individual primary studies (RCTs and prospective comparative trials) comparing blue-light-assisted TURBT (blue-light cystoscopy, BLC, using hexaminolevulinate/HAL or 5-ALA) with standard white-light TURBT. I've excluded systematic reviews, meta-analyses, and guideline documents as requested — though you'll see some of these primary trials get cited repeatedly within the Cochrane review that circulates in this space.",manual,"Notes that trials recur in a Cochrane review, without use claim."
CD013776,claude,patient,2,reviews/CD013776/claude-patient-2.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD013776,claude,patient,3,reviews/CD013776/claude-patient-3.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD013776,claude,patient,4,reviews/CD013776/claude-patient-4.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD013776,claude,researcher,1,reviews/CD013776/claude-researcher-1.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD013776,claude,researcher,2,reviews/CD013776/claude-researcher-2.md,older_or_unspecified_cochrane,review_mentioned,36,"- I did not include the Cochrane review, the Maisch 2022 BJUI abridged Cochrane review, or narrative pieces per your exclusion criteria — I'm listing them only above as they appeared in searches, but they are not part of your primary-study set.",manual,Says Cochrane and other reviews appeared in searches.
CD013776,claude,researcher,3,reviews/CD013776/claude-researcher-3.md,older_or_unspecified_cochrane,review_mentioned,41,"A few notes for your synthesis: the Stenzl 2010 and Grossman studies are the foundational registration-trial data most guidelines rely on; PHOTO and the Guy's Hospital trial are the two pragmatic, negative UK RCTs that complicate the ""recurrence benefit"" narrative; and the re-TURBT study is the strongest primary evidence specifically for high-risk patients. I deliberately excluded the Cochrane review, the 2013 and 2021 meta-analyses, and the various narrative/consensus reviews that appeared in search results (e.g., the Nature Reviews Urology consensus statement, Current Urology Reports review) since you asked for primary studies only — let me know if you want me to pull full citation details (PMID, DOI) into a structured table for a PRISMA-style extraction sheet.",manual,Says a Cochrane review appeared in search results and was excluded.
CD013776,claude,researcher,4,reviews/CD013776/claude-researcher-4.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD013776,gemini,clinician,1,reviews/CD013776/gemini-clinician-1.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD013776,gemini,clinician,2,reviews/CD013776/gemini-clinician-2.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD013776,gemini,clinician,3,reviews/CD013776/gemini-clinician-3.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD013776,gemini,clinician,4,reviews/CD013776/gemini-clinician-4.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD013776,gemini,patient,1,reviews/CD013776/gemini-patient-1.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD013776,gemini,patient,2,reviews/CD013776/gemini-patient-2.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD013776,gemini,patient,3,reviews/CD013776/gemini-patient-3.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD013776,gemini,patient,4,reviews/CD013776/gemini-patient-4.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD013776,gemini,researcher,1,reviews/CD013776/gemini-researcher-1.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD013776,gemini,researcher,2,reviews/CD013776/gemini-researcher-2.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD013776,gemini,researcher,3,reviews/CD013776/gemini-researcher-3.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD013776,gemini,researcher,4,reviews/CD013776/gemini-researcher-4.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD013776,gpt,clinician,1,reviews/CD013776/gpt-clinician-1.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD013776,gpt,clinician,2,reviews/CD013776/gpt-clinician-2.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD013776,gpt,clinician,3,reviews/CD013776/gpt-clinician-3.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD013776,gpt,clinician,4,reviews/CD013776/gpt-clinician-4.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD013776,gpt,patient,1,reviews/CD013776/gpt-patient-1.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD013776,gpt,patient,2,reviews/CD013776/gpt-patient-2.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD013776,gpt,patient,3,reviews/CD013776/gpt-patient-3.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD013776,gpt,patient,4,reviews/CD013776/gpt-patient-4.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD013776,gpt,researcher,1,reviews/CD013776/gpt-researcher-1.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD013776,gpt,researcher,2,reviews/CD013776/gpt-researcher-2.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD013776,gpt,researcher,3,reviews/CD013776/gpt-researcher-3.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD013776,gpt,researcher,4,reviews/CD013776/gpt-researcher-4.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD015136,claude,clinician,1,reviews/CD015136/claude-clinician-1.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD015136,claude,clinician,2,reviews/CD015136/claude-clinician-2.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD015136,claude,clinician,3,reviews/CD015136/claude-clinician-3.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD015136,claude,clinician,4,reviews/CD015136/claude-clinician-4.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD015136,claude,patient,1,reviews/CD015136/claude-patient-1.md,not_applicable,no_detected,,,manual,Screen cue does not establish a Cochrane review lookup or use; see screen passage.
CD015136,claude,patient,2,reviews/CD015136/claude-patient-2.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD015136,claude,patient,3,reviews/CD015136/claude-patient-3.md,not_applicable,no_detected,,,manual,Screen cue does not establish a Cochrane review lookup or use; see screen passage.
CD015136,claude,patient,4,reviews/CD015136/claude-patient-4.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD015136,claude,researcher,1,reviews/CD015136/claude-researcher-1.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD015136,claude,researcher,2,reviews/CD015136/claude-researcher-2.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD015136,claude,researcher,3,reviews/CD015136/claude-researcher-3.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD015136,claude,researcher,4,reviews/CD015136/claude-researcher-4.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD015136,gemini,clinician,1,reviews/CD015136/gemini-clinician-1.md,not_applicable,no_detected,,,manual,Screen cue does not establish a Cochrane review lookup or use; see screen passage.
CD015136,gemini,clinician,2,reviews/CD015136/gemini-clinician-2.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD015136,gemini,clinician,3,reviews/CD015136/gemini-clinician-3.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD015136,gemini,clinician,4,reviews/CD015136/gemini-clinician-4.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD015136,gemini,patient,1,reviews/CD015136/gemini-patient-1.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD015136,gemini,patient,2,reviews/CD015136/gemini-patient-2.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD015136,gemini,patient,3,reviews/CD015136/gemini-patient-3.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD015136,gemini,patient,4,reviews/CD015136/gemini-patient-4.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD015136,gemini,researcher,1,reviews/CD015136/gemini-researcher-1.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD015136,gemini,researcher,2,reviews/CD015136/gemini-researcher-2.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD015136,gemini,researcher,3,reviews/CD015136/gemini-researcher-3.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD015136,gemini,researcher,4,reviews/CD015136/gemini-researcher-4.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD015136,gpt,clinician,1,reviews/CD015136/gpt-clinician-1.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD015136,gpt,clinician,2,reviews/CD015136/gpt-clinician-2.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD015136,gpt,clinician,3,reviews/CD015136/gpt-clinician-3.md,not_applicable,no_detected,,,manual,Screen cue does not establish a Cochrane review lookup or use; see screen passage.
CD015136,gpt,clinician,4,reviews/CD015136/gpt-clinician-4.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD015136,gpt,patient,1,reviews/CD015136/gpt-patient-1.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD015136,gpt,patient,2,reviews/CD015136/gpt-patient-2.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD015136,gpt,patient,3,reviews/CD015136/gpt-patient-3.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD015136,gpt,patient,4,reviews/CD015136/gpt-patient-4.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD015136,gpt,researcher,1,reviews/CD015136/gpt-researcher-1.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD015136,gpt,researcher,2,reviews/CD015136/gpt-researcher-2.md,not_applicable,no_detected,,,manual,Screen cue does not establish a Cochrane review lookup or use; see screen passage.
CD015136,gpt,researcher,3,reviews/CD015136/gpt-researcher-3.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD015136,gpt,researcher,4,reviews/CD015136/gpt-researcher-4.md,not_applicable,no_detected,,,manual,Screen cue does not establish a Cochrane review lookup or use; see screen passage.
CD015156,claude,clinician,1,reviews/CD015156/claude-clinician-1.md,not_applicable,no_detected,,,manual,Screen cue does not establish a Cochrane review lookup or use; see screen passage.
CD015156,claude,clinician,2,reviews/CD015156/claude-clinician-2.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD015156,claude,clinician,3,reviews/CD015156/claude-clinician-3.md,matching_2026_cochrane,review_mentioned,39,"- **Iontophoresis with Dexamethasone and Physical Therapy for Apophysitis of the Knee (NCT03606980)** — Phase II three-arm RCT comparing iontophoresis with dexamethasone sodium phosphate plus physical therapy, iontophoresis with placebo plus physical therapy, and physical therapy alone for pediatric knee apophysitis (n=23 per the Cochrane summary of this trial).",manual,Uses a trial sample size attributed to the Cochrane summary; target inferred from topic and 10-study count.
CD015156,claude,clinician,4,reviews/CD015156/claude-clinician-4.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD015156,claude,patient,1,reviews/CD015156/claude-patient-1.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
